date,account,category,amount,currency,converted amount,currency,description
07/10/2021,Cash,Transport,-152,INR,-152,INR,Travelling
07/10/2021,Cash,Gifts,-310,INR,-310,INR,Flowers
09/10/2021,Cash,Transport,-252,INR,-252,INR,Auto bus
09/10/2021,Cash,Gifts,-150,INR,-150,INR,Fruits and flowers 
13/10/2021,Cash,Gifts,-78,INR,-78,INR,Deepa oil
13/10/2021,Cash,Transport,-136,INR,-136,INR,Travelling vorkady frm put
13/10/2021,Cash,Transport,-300,INR,-300,INR,Mother's travelling expense
13/10/2021,Cash,Bills,-148,INR,-148,INR,Water bill
15/10/2021,Cash,Bills,-617,INR,-617,INR,Electricity bill
15/10/2021,Cash,Transport,-200,INR,-200,INR,Traveling dads
15/10/2021,Cash,Gifts,-200,INR,-200,INR,Prasad mangaladevi
16/10/2021,Cash,Transport,-303,INR,-303,INR,Vorkady to puttur
18/10/2021,Cash,Food,-185,INR,-185,INR,Groceries
18/10/2021,Cash,Transport,-30,INR,-30,INR,Bus
18/10/2021,Cash,Food,-225,INR,-225,INR,Groceries
18/10/2021,Cash,Dad's expenses,-230,INR,-230,INR,Bombay courier
19/10/2021,Cash,Food,-500,INR,-500,INR,Rice and junk
19/10/2021,Cash,Food,-543,INR,-543,INR,Groceries
19/10/2021,Cash,Food,-652,INR,-652,INR,Groceries
20/10/2021,Cash,Food,-70,INR,-70,INR,Vegetables
21/10/2021,Cash,Bills,-162.5,INR,-162.5,INR,Netflix
24/10/2021,Cash,Car,-100,INR,-100,INR,Petrol
27/10/2021,Cash,Food,-435,INR,-435,INR,Gas repair
27/10/2021,Cash,Food,-220,INR,-220,INR,Vegetables
28/10/2021,Cash,Communications,-48,INR,-48,INR,Vodaphone recharge 
29/10/2021,Cash,Car,-100,INR,-100,INR,Petrol
29/10/2021,Cash,Food,-120,INR,-120,INR,Fruits
29/10/2021,Cash,Clothes,-190,INR,-190,INR,Dress
29/10/2021,Cash,Salary,"35,437",INR,"35,437",INR,
29/10/2021,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
30/10/2021,Cash,Clothes,"-1,208",INR,"-1,208",INR,Pant and shoe
30/10/2021,Cash,Car,-155,INR,-155,INR,Petrol and tyre 
30/10/2021,Cash,Health,-100,INR,-100,INR,Medicine
30/10/2021,Cash,Food,-498,INR,-498,INR,Groceries
30/10/2021,Cash,Wants,-835,INR,-835,INR,Bulbs abd light strip
30/10/2021,Cash,Clothes,-455,INR,-455,INR,Shirt
31/10/2021,Cash,Clothes,-100,INR,-100,INR,Haircut
31/10/2021,Cash,Clothes,-455,INR,-455,INR,Dad shirt
01/11/2021,Cash,Eating out,-400,INR,-400,INR,Ramen
01/11/2021,Cash,Eating out,-222,INR,-222,INR,Ching lun
01/11/2021,Cash,Eating out,-30,INR,-30,INR,Chocolate
01/11/2021,Cash,Transport,-38,INR,-38,INR,Metro
01/11/2021,Cash,Food,-132,INR,-132,INR,Gulag jamun
01/11/2021,Cash,Food,"-1,038",INR,"-1,038",INR,Milk
03/11/2021,Cash,Food,-243,INR,-243,INR,Fruits
03/11/2021,Cash,Unexpected,-950,INR,-950,INR,Fan repair
03/11/2021,Cash,Food,-50,INR,-50,INR,Flower
04/11/2021,Cash,Gifts,-30,INR,-30,INR,Leaves
05/11/2021,Cash,Car,-100,INR,-100,INR,Petrol
05/11/2021,Cash,Wants,-60,INR,-60,INR,Bulb holder
05/11/2021,Cash,House,"-12,500",INR,"-12,500",INR,Rent
05/11/2021,Cash,Gifts,-20,INR,-20,INR,Flower
05/11/2021,Cash,Food,-35,INR,-35,INR,Milk and veg
06/11/2021,Cash,Food,-223,INR,-223,INR,Veggies
06/11/2021,Cash,Bills,-917,INR,-917,INR,Bsnl bill
06/11/2021,Cash,Food,"-1,459",INR,"-1,459",INR,Buy n save
06/11/2021,Cash,Clothes,-860,INR,-860,INR,Clothes
07/11/2021,Cash,Investment,"-1,000",INR,"-1,000",INR,Investment in groww
09/11/2021,Cash,Food,-71.8,INR,-71.8,INR,Fruits
10/11/2021,Cash,Deposits,"8,350",INR,"8,350",INR,Crypto return
12/11/2021,Cash,Deposits,"17,450",INR,"17,450",INR,Crypto return
12/11/2021,Cash,Investment,"-24,968",INR,"-24,968",INR,Liquid low risk mutual fund
12/11/2021,Cash,Car,-100,INR,-100,INR,Petrol
12/11/2021,Cash,Food,-159,INR,-159,INR,Fruits
13/11/2021,Cash,Wants,-270,INR,-270,INR,Krishi mela
13/11/2021,Cash,Food,-45,INR,-45,INR,Vegetables
13/11/2021,Cash,Wants,-200,INR,-200,INR,Agri Book
13/11/2021,Cash,Wants,-180,INR,-180,INR,Fertilizer
14/11/2021,Cash,Food,-237,INR,-237,INR,Vegetables n stuff
14/11/2021,Cash,Bills,-155,INR,-155,INR,Cable
14/11/2021,Cash,Bills,"-1,291",INR,"-1,291",INR,Electricity bill
14/11/2021,Cash,Bills,-216,INR,-216,INR,Water bill
15/11/2021,Cash,Eating out,-734,INR,-734,INR,Brahma brew works
15/11/2021,Cash,Transport,-100,INR,-100,INR,Metro
15/11/2021,Cash,Transport,-10,INR,-10,INR,Bus
16/11/2021,Cash,Bills,-922,INR,-922,INR,Gas
16/11/2021,Cash,Bills,-125,INR,-125,INR,Prime subscription.
17/11/2021,Cash,Food,-397,INR,-397,INR,Groceries
17/11/2021,Cash,Wants,-299,INR,-299,INR,Guitar strings
18/11/2021,Cash,Car,-155,INR,-155,INR,Petrol tyre
20/11/2021,Cash,Food,-400,INR,-400,INR,Fruits
20/11/2021,Cash,Native trip,-840,INR,-840,INR,Bus auto dad
21/11/2021,Cash,Car,-145,INR,-145,INR,Petrol 
21/11/2021,Cash,Car,-100,INR,-100,INR,Gaadi polish
21/11/2021,Cash,Cashback,60,INR,60,INR,Gave Paper 
22/11/2021,Cash,Dad's expenses,-174,INR,-174,INR,Bus auto dad
22/11/2021,Cash,Bills,-162.5,INR,-162.5,INR,Netflix
22/11/2021,Cash,Unexpected,"-1,700",INR,"-1,700",INR,TV repair 
24/11/2021,Cash,Gifts,-340,INR,-340,INR,Temple seve puttur
25/11/2021,Cash,Gifts,-262,INR,-262,INR,Rudrabhisheka
25/11/2021,Cash,Gifts,-155,INR,-155,INR,Sumi mom saree
25/11/2021,Cash,Car,-155,INR,-155,INR,Petrol and tyre 
25/11/2021,Cash,Food,-50,INR,-50,INR,Vegetables
26/11/2021,Cash,Unexpected,-600,INR,-600,INR,Dad's frame
26/11/2021,Cash,Gifts,"-1,000",INR,"-1,000",INR,Swathi wedding gift
26/11/2021,Cash,Food,-100,INR,-100,INR,Fruits
26/11/2021,Cash,Transport,-115,INR,-115,INR,Dad travelking
26/11/2021,Cash,Gifts,-330,INR,-330,INR,Devru hundi
27/11/2021,Cash,Car,-50,INR,-50,INR,Emission test
27/11/2021,Cash,Investment,"-1,200",INR,"-1,200",INR,Investment mutual fund and stuff
27/11/2021,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
27/11/2021,Cash,Transport,-180,INR,-180,INR,Bus auto dad
27/11/2021,Cash,Gifts,-200,INR,-200,INR,Seve kanige 
28/11/2021,Cash,Food,-30,INR,-30,INR,Pav
29/11/2021,Cash,Food,-115,INR,-115,INR,Vegetables frutis
30/11/2021,Cash,Car,-100,INR,-100,INR,Petrol 
30/11/2021,Cash,Salary,"38,437",INR,"38,437",INR,Salary
01/12/2021,Cash,Food,"-2,003",INR,"-2,003",INR,Milk
01/12/2021,Cash,Communications,"-2,397",INR,"-2,397",INR,Phone recharge dad
01/12/2021,Cash,Communications,"-2,397",INR,"-2,397",INR,Mobile recharge
01/12/2021,Cash,Communications,"-2,121",INR,"-2,121",INR,Mom's jio recharge
01/12/2021,Cash,Food,-270,INR,-270,INR,"Frutis,veggies and extra"
01/12/2021,Cash,Food,-45,INR,-45,INR,Kadle
01/12/2021,Cash,Eating out,-12.5,INR,-12.5,INR,Bajji
01/12/2021,Cash,Transport,-255,INR,-255,INR,Dad's traveling 
01/12/2021,Cash,Dad's expenses,-210,INR,-210,INR,Courier and stuff
02/12/2021,Cash,Clothes,-80,INR,-80,INR,Calendar
02/12/2021,Cash,House,"-12,500",INR,"-12,500",INR,Rent
02/12/2021,Cash,Native trip,-302.5,INR,-302.5,INR,Train ticket
03/12/2021,Cash,Gifts,-450,INR,-450,INR,Koliyur seve
03/12/2021,Cash,Taxi,-120,INR,-120,INR,Dad's auto
04/12/2021,Cash,Eating out,-30,INR,-30,INR,Veena by 2 idli vada 
04/12/2021,Cash,Car,"-1,140",INR,"-1,140",INR,2 wheeler service
04/12/2021,Cash,Car,-100,INR,-100,INR,Petrol 
04/12/2021,Cash,Unexpected,-60,INR,-60,INR,Mseal
05/12/2021,Cash,Transport,-148,INR,-148,INR,Bus travel
05/12/2021,Cash,Taxi,-125,INR,-125,INR,Auto
05/12/2021,Cash,Eating out,-10,INR,-10,INR,Soda
06/12/2021,Cash,Gifts,-150,INR,-150,INR,Temple
06/12/2021,Cash,Food,-165,INR,-165,INR,Fruits
06/12/2021,Cash,Transport,-120,INR,-120,INR,Bus auto dad
06/12/2021,Cash,Bills,-917,INR,-917,INR,Bsnl bill
08/12/2021,Cash,Gifts,"-2,940",INR,"-2,940",INR,Sashti donation 
09/12/2021,Cash,Gifts,-350,INR,-350,INR,Temple sweets
09/12/2021,Cash,Gifts,-290,INR,-290,INR,Kaanike
10/12/2021,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
10/12/2021,Cash,Gifts,-240,INR,-240,INR,Kaanike
11/12/2021,Cash,Wants,-299,INR,-299,INR,Flute
11/12/2021,Cash,Native trip,-485,INR,-485,INR,Puttur to Bangalore
11/12/2021,Cash,Transport,-56,INR,-56,INR,Vorkady to puttur
12/12/2021,Cash,Bills,-148,INR,-148,INR,Water bill
12/12/2021,Cash,Deposits,156,INR,156,INR,Fd interest till 12th December
13/12/2021,Cash,Food,-115,INR,-115,INR,Milk and badam powder
14/12/2021,Cash,Eating out,-55,INR,-55,INR,Idly vada
15/12/2021,Cash,Eating out,-45,INR,-45,INR,Bisi bele bath
16/12/2021,Cash,Food,-50,INR,-50,INR,Noodles
16/12/2021,Cash,Food,-51,INR,-51,INR,Veggies
16/12/2021,Cash,Food,-38,INR,-38,INR,Milk 1ltr
16/12/2021,Cash,Food,-170,INR,-170,INR,Food
16/12/2021,Cash,Taxi,-170,INR,-170,INR,Auto
17/12/2021,Cash,Bills,-933,INR,-933,INR,Electricity bill
17/12/2021,Cash,Eating out,-40,INR,-40,INR,Bakery
17/12/2021,Cash,Eating out,-75,INR,-75,INR,Dose
17/12/2021,Cash,Gifts,-120,INR,-120,INR,Dodamma phone recharge
18/12/2021,Cash,Clothes,-150,INR,-150,INR,Haircut
18/12/2021,Cash,Eating out,-278,INR,-278,INR,Movie
18/12/2021,Cash,Food,-40,INR,-40,INR,Milk
18/12/2021,Cash,Eating out,-24,INR,-24,INR,Samosa
18/12/2021,Cash,Savings,98.62,INR,98.62,INR,Groww refund
19/12/2021,Cash,Car,-100,INR,-100,INR,Petrol
21/12/2021,Cash,Food,-37,INR,-37,INR,Milk
21/12/2021,Cash,Bills,-163,INR,-163,INR,Netflix
22/12/2021,Cash,Native trip,-523,INR,-523,INR,Bangalore to mangalore bus ticket
22/12/2021,Cash,Bills,-155,INR,-155,INR,Cable
22/12/2021,Cash,Transport,-470,INR,-470,INR,Travelling dads
22/12/2021,Cash,Gifts,-100,INR,-100,INR,Sharath Anna gift
22/12/2021,Cash,Food,"-1,150",INR,"-1,150",INR,Groccery
23/12/2021,Cash,Food,-79,INR,-79,INR,"Bread,maggi,jam"
23/12/2021,Cash,Food,-42,INR,-42,INR,Veggies
24/12/2021,Cash,Eating out,-100,INR,-100,INR,Puri sagu kamath
24/12/2021,Cash,Eating out,-30,INR,-30,INR,Banana and sting
24/12/2021,Cash,Transport,-10,INR,-10,INR,Bmtc
24/12/2021,Cash,Transport,-40,INR,-40,INR,Mang Hosangadi 
24/12/2021,Cash,Transport,-15,INR,-15,INR,Hosangadi to bakery
24/12/2021,Cash,Taxi,-80,INR,-80,INR,Auto
24/12/2021,Cash,Transport,-115,INR,-115,INR,Dad travelling
24/12/2021,Cash,Food,-945,INR,-945,INR,Groceries frutis
25/12/2021,Cash,Gifts,"-5,850",INR,"-5,850",INR,Ashelsha bali
27/12/2021,Cash,Transport,-15,INR,-15,INR,Bcomplex
28/12/2021,Cash,Eating out,-40,INR,-40,INR,Juice
28/12/2021,Cash,Gifts,-390,INR,-390,INR,Seve madhur
28/12/2021,Cash,Transport,-282,INR,-282,INR,Bus to madhur
28/12/2021,Cash,Taxi,-80,INR,-80,INR,Auto
28/12/2021,Cash,Transport,-60,INR,-60,INR,Bus hosangadi to bakery
28/12/2021,Cash,Native trip,-100,INR,-100,INR,Bekhal entrance fre
28/12/2021,Cash,Gifts,-20,INR,-20,INR,Hundi
28/12/2021,Cash,Transport,-360,INR,-360,INR,Madhur to bekhal and back
29/12/2021,Cash,Food,-398,INR,-398,INR,Grocceries
31/12/2021,Cash,Deposits,152,INR,152,INR,Fd
31/12/2021,Cash,Salary,"33,437",INR,"33,437",INR,Salary
31/12/2021,Cash,Eating out,-10,INR,-10,INR,Choclate
31/12/2021,Cash,Gifts,-10,INR,-10,INR,Vibhuti
31/12/2021,Cash,Native trip,"-1,500",INR,"-1,500",INR,Trip car expense
31/12/2021,Cash,Food,-140,INR,-140,INR,Mosambi
31/12/2021,Cash,Gifts,-745,INR,-745,INR,Kateel and polali donation.
01/01/2022,Cash,Toiletry,-36,INR,-36,INR,Sf
02/01/2022,Cash,Investment,-500,INR,-500,INR,Sip
02/01/2022,Cash,Eating out,-10,INR,-10,INR,Sprite
02/01/2022,Cash,Gifts,-220,INR,-220,INR,Koliyoor kaanike seve
03/01/2022,Cash,Gifts,-395,INR,-395,INR,Seve koliyor
03/01/2022,Cash,Taxi,-110,INR,-110,INR,Auto
03/01/2022,Cash,Toiletry,-125,INR,-125,INR,"Vaseline,mask "
04/01/2022,Cash,House,"-12,500",INR,"-12,500",INR,Rent
05/01/2022,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
06/01/2022,Cash,Bills,-917,INR,-917,INR,Bsnl bill
06/01/2022,Cash,Gifts,-153,INR,-153,INR,Ganahoma and karthika pooja
07/01/2022,Cash,Gifts,-90,INR,-90,INR,Flowers
07/01/2022,Cash,Food,-120,INR,-120,INR,"Cream bun , chillies"
08/01/2022,Cash,Car,-120,INR,-120,INR,Petrol
08/01/2022,Cash,Gifts,-292,INR,-292,INR,Kiru shashti seve
09/01/2022,Cash,Food,-255,INR,-255,INR,Groceries 
09/01/2022,Cash,Food,-80,INR,-80,INR,Chips
09/01/2022,Cash,Gifts,-10,INR,-10,INR,Kaanike
09/01/2022,Cash,Toiletry,-24,INR,-24,INR,Blade
10/01/2022,Cash,Food,-62,INR,-62,INR,"Soap,agarbatti maggie"
11/01/2022,Cash,Food,"-1,065",INR,"-1,065",INR,Grocceries
11/01/2022,Cash,Taxi,-105,INR,-105,INR,Auto
14/01/2022,Cash,Car,-20,INR,-20,INR,Tyre 
14/01/2022,Cash,Gifts,-80,INR,-80,INR,Flower
14/01/2022,Cash,Bills,-472,INR,-472,INR,Electricity bill
15/01/2022,Cash,Gifts,-170,INR,-170,INR,Kuliyoor devasthama seve
15/01/2022,Cash,Gifts,-75,INR,-75,INR,Oil
16/01/2022,Cash,Gift,20,INR,20,INR,Dakshine
16/01/2022,Cash,Gifts,-360,INR,-360,INR,Nema
16/01/2022,Cash,Cashback,45,INR,45,INR,Amazon cashback
16/01/2022,Cash,Unexpected,-142,INR,-142,INR,Dodappa phone recharge
17/01/2022,Cash,Food,-60,INR,-60,INR,"Seme, coriander leaves,carrot"
21/01/2022,Cash,Gifts,-70,INR,-70,INR,Juice
21/01/2022,Cash,Bills,-163,INR,-163,INR,Netflix
21/01/2022,Cash,Gifts,"-4,000",INR,"-4,000",INR,Shradha expenses
26/01/2022,Cash,Bills,-704,INR,-704,INR,Water bill
26/01/2022,Cash,Taxi,-80,INR,-80,INR,Auto to bakery
26/01/2022,Cash,Transport,-41,INR,-41,INR,Puttur ticket
28/01/2022,Cash,Clothes,-200,INR,-200,INR,Haircut
28/01/2022,Cash,Clothes,-580,INR,-580,INR,Chappal
29/01/2022,Cash,Native trip,-594,INR,-594,INR,Puttur to Bangalore
29/01/2022,Cash,Gift,120,INR,120,INR,Dakshine
29/01/2022,Cash,Food,-280,INR,-280,INR,Groceries
29/01/2022,Cash,Taxi,-180,INR,-180,INR,Auto
30/01/2022,Cash,Car,-155,INR,-155,INR,Petrol and tyre 
30/01/2022,Cash,Food,-48,INR,-48,INR,Vegetables
30/01/2022,Cash,Food,-470,INR,-470,INR,Rice
30/01/2022,Cash,Wants,-500,INR,-500,INR,Speaker
30/01/2022,Cash,Eating out,-67,INR,-67,INR,Coffee dose
30/01/2022,Cash,Food,-38,INR,-38,INR,Milk
31/01/2022,Cash,Salary,"36,437",INR,"36,437",INR,Salary
01/02/2022,Cash,Food,-750,INR,-750,INR,Grocery
01/02/2022,Cash,Taxi,-140,INR,-140,INR,Auto
01/02/2022,Cash,Unexpected,-500,INR,-500,INR,Employed chandappa
01/02/2022,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
01/02/2022,Cash,Investment,-500,INR,-500,INR,Sip
02/02/2022,Cash,Car,-150,INR,-150,INR,Petrol
03/02/2022,Cash,Gifts,-450,INR,-450,INR,Nema
03/02/2022,Cash,Food,-40,INR,-40,INR,Milk 
05/02/2022,Cash,Gifts,-250,INR,-250,INR,Shangrapani seve
05/02/2022,Cash,House,"-12,000",INR,"-12,000",INR,Rent minus extra water bill
06/02/2022,Cash,Car,-150,INR,-150,INR,Petrol
06/02/2022,Cash,Food,-48,INR,-48,INR,Snacks and masala
06/02/2022,Cash,Bills,-197,INR,-197,INR,Bsnl recharge
06/02/2022,Cash,Gifts,-245,INR,-245,INR,Seve
06/02/2022,Cash,Taxi,-180,INR,-180,INR,Auto
07/02/2022,Cash,Food,-528,INR,-528,INR,Grocceries
07/02/2022,Cash,Taxi,-190,INR,-190,INR,Auto
08/02/2022,Cash,Bills,-916,INR,-916,INR,Bsnl bill
08/02/2022,Cash,Taxi,-210,INR,-210,INR,Auto
08/02/2022,Cash,Food,-330,INR,-330,INR,Grocceries
09/02/2022,Cash,Bills,-354,INR,-354,INR,Water bill
10/02/2022,Cash,Food,-101,INR,-101,INR,Fruits
10/02/2022,Cash,Food,-264,INR,-264,INR,White Rice
12/02/2022,Cash,Eating out,-710,INR,-710,INR,Pump housr
14/02/2022,Cash,Gifts,-200,INR,-200,INR,Saipan temple
14/02/2022,Cash,Bills,-523,INR,-523,INR,Electricity bill
16/02/2022,Cash,Food,-20,INR,-20,INR,Milk
16/02/2022,Cash,Food,-53,INR,-53,INR,"Curd , chips , jam"
16/02/2022,Cash,Taxi,-140,INR,-140,INR,Auto
16/02/2022,Cash,Health,-77,INR,-77,INR,Medicine
16/02/2022,Cash,Food,-210,INR,-210,INR,Grocceries
17/02/2022,Cash,Eating out,-55,INR,-55,INR,Masala Dose
19/02/2022,Cash,Eating out,-70,INR,-70,INR,Lunch
19/02/2022,Cash,Eating out,-92,INR,-92,INR,Gobi plus coffee
19/02/2022,Cash,Native trip,-520,INR,-520,INR,Bangalore to mangalore bus ticket
20/02/2022,Cash,Transport,-56,INR,-56,INR,Mangalore to bakery
20/02/2022,Cash,Taxi,-80,INR,-80,INR,Auto
21/02/2022,Cash,Food,-195,INR,-195,INR,Biscuits and menas
21/02/2022,Cash,Gifts,-175,INR,-175,INR,Kaanike karthika pooje
21/02/2022,Cash,Gifts,"-1,200",INR,"-1,200",INR,Yearly karthika pooje 
22/02/2022,Cash,Bills,-130,INR,-130,INR,Netflix
25/02/2022,Cash,Unexpected,-100,INR,-100,INR,Petrol
25/02/2022,Cash,Unexpected,-860,INR,-860,INR,Dodappa bsnl bill
25/02/2022,Cash,Unexpected,-150,INR,-150,INR,Screengaurd
25/02/2022,Cash,Toiletry,-36,INR,-36,INR,Ss
25/02/2022,Cash,Food,-42,INR,-42,INR,Grocceries
28/02/2022,Cash,Salary,"59,886",INR,"59,886",INR,Salary
01/03/2022,Cash,Food,-130,INR,-130,INR,Veggies fruits
01/03/2022,Cash,Health,-140,INR,-140,INR,Ashokarishta
02/03/2022,Cash,Investment,-500,INR,-500,INR,Index fund Investment
02/03/2022,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
03/03/2022,Cash,Transport,-335,INR,-335,INR,Bus auto
03/03/2022,Cash,Food,-70,INR,-70,INR,Fruits
04/03/2022,Cash,Bills,-917,INR,-917,INR,Bsnl bill
05/03/2022,Cash,House,"-12,500",INR,"-12,500",INR,Rent
05/03/2022,Cash,Health,-200,INR,-200,INR,Doctor
05/03/2022,Cash,Clothes,-345,INR,-345,INR,Chappal parents
05/03/2022,Cash,Wants,-135,INR,-135,INR,Fancy
06/03/2022,Cash,Eating out,-125,INR,-125,INR,"Majestic Gobi santrupti,pineapple juice"
06/03/2022,Cash,Taxi,-10,INR,-10,INR,Auto
06/03/2022,Cash,Transport,-165,INR,-165,INR,Bus auto
06/03/2022,Cash,Gifts,-200,INR,-200,INR,Avinash namkran gift
09/03/2022,Cash,Unexpected,-460,INR,-460,INR,Auto airport
09/03/2022,Cash,Unexpected,-45,INR,-45,INR,Puttur mangalore bus
09/03/2022,Cash,Unexpected,"-1,073",INR,"-1,073",INR,Taxi chennai Airport to fairfield.
09/03/2022,Cash,Deposits,"405,666",INR,"405,666",INR,Moms fd
11/03/2022,Cash,Unexpected,"-12,190.5",INR,"-12,190.5",INR,Hotel rent
11/03/2022,Cash,Unexpected,-650,INR,-650,INR,Bajpe to ksrtc
11/03/2022,Cash,Unexpected,-240,INR,-240,INR,Cab
11/03/2022,Cash,Unexpected,-120,INR,-120,INR,Ksrtc to puttur
12/03/2022,Cash,Unexpected,-155,INR,-155,INR,Auto
12/03/2022,Cash,Salary,"16,801",INR,"16,801",INR,Bosch Travel allowance
12/03/2022,Cash,Taxi,-150,INR,-150,INR,Auto
12/03/2022,Cash,Gifts,-340,INR,-340,INR,Flowers
12/03/2022,Cash,Gifts,"-1,660",INR,"-1,660",INR,Groccery for temple
12/03/2022,Cash,Food,-520,INR,-520,INR,Vegetable+Milk
13/03/2022,Cash,Transport,-150,INR,-150,INR,Puttur to vorkady bus
13/03/2022,Cash,Taxi,-80,INR,-80,INR,Auto
13/03/2022,Cash,Gifts,"-5,000",INR,"-5,000",INR,Samaradhane
14/03/2022,Cash,Bills,-148,INR,-148,INR,Water bill
14/03/2022,Cash,Bills,-917,INR,-917,INR,Bsnl bill
14/03/2022,Cash,Bills,-364,INR,-364,INR,Electricity bill
17/03/2022,Cash,Food,-848,INR,-848,INR,Groccery
17/03/2022,Cash,Unexpected,-220,INR,-220,INR,Dad's others
19/03/2022,Cash,Gifts,-150,INR,-150,INR,Devashtana pooje
20/03/2022,Cash,Gifts,-200,INR,-200,INR,Baby gift
21/03/2022,Cash,Gifts,-500,INR,-500,INR,Chandapa function
21/03/2022,Cash,Cashback,150,INR,150,INR,Chandappa dakshine
22/03/2022,Cash,Bills,-99,INR,-99,INR,Netflix
23/03/2022,Cash,House construction,"-1,000",INR,"-1,000",INR,Gave to borwell point guy
23/03/2022,Cash,House construction,-480,INR,-480,INR,Ropes for Marking tattu
23/03/2022,Cash,House construction,"-1,500",INR,"-1,500",INR,Prashna
23/03/2022,Cash,House construction,"-2,800",INR,"-2,800",INR,First removing shrubs ijju
23/03/2022,Cash,House construction,"-2,000",INR,"-2,000",INR,Tieing ropes by vaastu
23/03/2022,Cash,House construction,"-1,000",INR,"-1,000",INR,Ranjan engineer 1st visit
23/03/2022,Cash,House construction,"-1,400",INR,"-1,400",INR,Ijju 2nd visit
23/03/2022,Cash,House construction,"-17,000",INR,"-17,000",INR,Jcb clearing shrubs
23/03/2022,Cash,House construction,"-1,400",INR,"-1,400",INR,Saudi cutting and making space between
23/03/2022,Cash,House construction,-500,INR,-500,INR,Vaasthu their house visit
23/03/2022,Cash,House construction,"-2,000",INR,"-2,000",INR,Vaasthu place show
23/03/2022,Cash,House construction,"-6,330",INR,"-6,330",INR,Plot measurement
23/03/2022,Cash,House construction,-500,INR,-500,INR,Bhatru mistake correction plot re measurement
23/03/2022,Cash,Deposits,"312,020",INR,"312,020",INR,Fd1 bomb dad
23/03/2022,Cash,Deposits,"93,191",INR,"93,191",INR,Fd2 bomb dad
23/03/2022,Cash,Deposits,"59,670",INR,"59,670",INR,Fd3 bomb dad
23/03/2022,Cash,Savings,"506,508",INR,"506,508",INR,Savings account bom1
23/03/2022,Cash,Savings,"31,401",INR,"31,401",INR,Savings account bom2
23/03/2022,Cash,Savings,"89,951",INR,"89,951",INR,Hdfc dad savings
23/03/2022,Cash,Savings,"84,856",INR,"84,856",INR,Bom mom savings
23/03/2022,Cash,Deposits,"100,000",INR,"100,000",INR,Money given to shiva mava
23/03/2022,Cash,House construction,"-224,425",INR,"-224,425",INR,Jcb tatthu
23/03/2022,Cash,Savings,"32,099",INR,"32,099",INR,Kbl Dec 2020 balance
23/03/2022,Cash,Savings,"132,000",INR,"132,000",INR,Money transferred from dad to me minus mom transfer
24/03/2022,Cash,Deposits,"990,777",INR,"990,777",INR,Balance adjustment to sync with total bank balance.
26/03/2022,Cash,Food,-247,INR,-247,INR,Groccery
26/03/2022,Cash,Taxi,-160,INR,-160,INR,Auto
26/03/2022,Cash,Gifts,-490,INR,-490,INR,Fruits plus flower for pooje
26/03/2022,Cash,House construction,"-55,500",INR,"-55,500",INR,Borewell
27/03/2022,Cash,Eating out,-10,INR,-10,INR,Soda
28/03/2022,Cash,Gifts,"-3,000",INR,"-3,000",INR,Thrikala pooje
28/03/2022,Cash,Gifts,-160,INR,-160,INR,Temple
30/03/2022,Cash,Taxi,-110,INR,-110,INR,Auto
30/03/2022,Cash,Deposits,"35,000",INR,"35,000",INR,From bhatru for plot 
31/03/2022,Cash,Salary,"33,437",INR,"33,437",INR,Salary
31/03/2022,Cash,House construction,"-59,000",INR,"-59,000",INR,Total property registration fee.
31/03/2022,Cash,Food,-720,INR,-720,INR,Milk
02/04/2022,Cash,Investment,-500,INR,-500,INR,Sip
02/04/2022,Cash,Cashback,900,INR,900,INR,Dodappa bsnl bill paid back
02/04/2022,Cash,Transport,-92,INR,-92,INR,Bus to puttur part1
02/04/2022,Cash,Taxi,-20,INR,-20,INR,Auto
02/04/2022,Cash,Transport,-40,INR,-40,INR,Vital puttur
02/04/2022,Cash,Gifts,-200,INR,-200,INR,Seve
02/04/2022,Cash,Transport,-217,INR,-217,INR,Auto bus
02/04/2022,Cash,House construction,"-1,000",INR,"-1,000",INR,Jcb to fix road for borewell lorry
03/04/2022,Cash,Native trip,"-1,280",INR,"-1,280",INR,Puttur to Bangalore ticket
05/04/2022,Cash,House construction,-450,INR,-450,INR,Tape
05/04/2022,Cash,Taxi,-180,INR,-180,INR,Bus autov
05/04/2022,Cash,Health,-30,INR,-30,INR,Shaving cream
05/04/2022,Cash,Car,-6,INR,-6,INR,Cycle blow
05/04/2022,Cash,Transport,-20,INR,-20,INR,Bus
05/04/2022,Cash,Food,-19,INR,-19,INR,Milk
07/04/2022,Cash,Taxi,-203,INR,-203,INR,Bus auto
07/04/2022,Cash,Car,-155,INR,-155,INR,Petrol
07/04/2022,Cash,Gifts,-500,INR,-500,INR,Udugare
07/04/2022,Cash,House,"-12,500",INR,"-12,500",INR,Rent
08/04/2022,Cash,Bills,-917,INR,-917,INR,Bsnl bill 
08/04/2022,Cash,Gifts,-650,INR,-650,INR,Temple donation 
08/04/2022,Cash,Taxi,-70,INR,-70,INR,Bus auto
08/04/2022,Cash,House construction,-200,INR,-200,INR,Electrician consultant 
